PLACE_NAME,PROJECT_NAME,Location_Type,Housing_Type,RB Division,Status,Owned,Managed,Developed,YARDI Property Code_2,YARDI Job Code_2,ADDRESS,Borough,Boro_code_2,BLOCK,BLOCK_mapping,LOT,BBL,BBL_mapping,BIN,TOTALUNITS,Total Unit PROJECT_2,OWNER_ENTITY,Ownership %_2,Housing_Services,Tax Credit_2,Tax Credit Y/N,Section 8 Type,Section 8 Y/N,610 Y/N,Our Role_2,Housing Type_2,Agency_2,Program Contact_2,Development Type aka Category_2,Systems Replaced_2,Construction Start Date_text,Construction Start Date_2,Construction Completion Date_text,Construction Completion Date_2,Permanent Loan Conversion Date_text,Permanent Loan Conversion Date_2,Dates of Management From_text,Dates of Management From _2,Dates of Management To_text,Dates of Management To _2,AMI/Populations served _2,Occupied or Vacant during construction _2,Total Construction Cost_Text,Total Construction Cost_PROJECT_2,Total Development Cost_text,Total Development Cost_PROJECT_2,Acquisition date_text,Acquisition date _2,Construction Lender_2,Public or Private Perm Lender_2,Maturity Date,Partners_2,HUD FHA#_2,NYS Tax Credit BIN #_2,LIHTC Syndicator_2,BIN_properties,HPD/HDC Loan #,SHARS_properties,DEVEL DEAL TYPE_properties,GOVT PROGRAM_properties,Agency Contact_properties,TDC_properties,TAXCREDIT_properties,TC UNITS_properties,Lead Agency_properties,COMMENT_properties,YEARBUILT_properties,DATE ACQUIRED_properties,DATEMANAGED_properties,CONST COMPLETED DATE_properties,PERM CONVERSION DATE_properties,FAR_properties,MAXFAR_properties,BUILTFAR_properties,AVAILFAR_properties,BLDGSOWNED,BLDGSMNGED,BLDGS DEVD,BLDGSQFT_properties,ZONISQFT_properties,LOTSQFT_properties,,OTHRSQFT_properties,PARKING_properties,STORIES_properties,SUPUNITS_properties,TOTALUNITS_properties,UNITSOWNED_properties,UNITSMNGED_properties,UNITSSERVICED_properties,MNGEDONLY_properties,LIHTCUNITS_properties,PBVUNITS_properties,COMMSPACES_properties,4BR_properties,3BR_properties,2BR_properties,1BR_properties,0BR_properties,RBDEPTNUM_properties,REGISTRATION_properties,Commercial Unit,Address_commercial,Owner/Entity_commercial,Tenant's Name or Leasee_commercial,Lessee Type_commercial,% RB Ownership_commercial,Permitted Use_commercial,Actual Use_commercial,Comm SqFt Leased_commercial,Current Yardi    T-Code_commercial,Address_program,Division_program,Senior Center name_program,Senior Center director_program,Programs_program,AKA_program,lat,lon
Steps - Central Brooklyn Food Coop,Steps at Saratoga - Family,Pre-Dev Site,non-housing,Housing,Predevelopment,Not owned,Not managed,,,,"2014-2042 Fulton St, Brooklyn, NY 11233",,,,1549,35,TBD,3015490035,,0,,HPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,"2018-2024 Fulton Avenue, Brooklyn",Steps at Saratoga - Family,Central Brooklyn Food Co-Op,3rd Party,70%,community,Food hub,,82-1471940,,,,,,,40.67843231,-73.91712039
Steps - IMPACCT,Steps at Saratoga - Family,Pre-Dev Site,non-housing,Housing,Predevelopment,Not owned,Not managed,,,,"2014-2042 Fulton St, Brooklyn, NY 11233",,,,1549,35,TBD,3015490035,,0,,HPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,"2018-2024 Fulton Avenue, Brooklyn",Steps at Saratoga - Family,IMPACCT Brooklyn,3rd Party,70%,community,Food hub,,,,,,,,,40.67839556,-73.91700662
Steps - RB/NYCNOWC,Steps at Saratoga - Family,Pre-Dev Site,non-housing,Housing,Predevelopment,Not owned,Not managed,,,,"2014-2042 Fulton St, Brooklyn, NY 11233",,,,1549,35,TBD,3015490035,,0,,HPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,"2018-2024 Fulton Avenue, Brooklyn",Steps at Saratoga - Family,RiseBoro Food Democracy / NYCNOWC,RB Affiliate,70%,community,Food hub,,,,,,,,,40.6783716,-73.9168444
Steps - Urbane,Steps at Saratoga - Family,Pre-Dev Site,non-housing,Housing,Predevelopment,Not owned,Not managed,,,,"2014-2042 Fulton St, Brooklyn, NY 11233",,,,1549,35,TBD,3015490035,,0,,HPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,"2018-2024 Fulton Avenue, Brooklyn",Steps at Saratoga - Family,Urbane,3rd Party,70%,community,Food hub,,,,,,,,,40.67838597,-73.91671167
Steps at Saratoga Phase l,Steps at Saratoga - Senior,Pre-Dev Site,Senior,Housing,Predevelopment,Not Owned,Not managed,,TBD,,"2014-2042 Fulton St, Brooklyn, NY 11233",Brooklyn,3,1549,1549,18,TBD,3015490018,TBD,88,257,HPD,70%,,9% LIHTC,,,,," D, JV ",RH,HPD,TBD,NC,N/A,TBD,,TBD,6/1/2028,TBD,,TBD,,TBD,,TBD,Vacant,TBD,TBD,TBD,TBD,N/A,,TBD,N/A,,"Impacct Brooklyn, Urbane",,,TBD,,,,New Construction,HPD SARA,,,HPD 9% LIHTC,,,,2028,,,,,,,,,0,0,,,,,,,,,,80,0,0,,0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,40.67838597,-73.91658105
Steps - PACE,Steps at Saratoga - Senior,Pre-Dev Site,non-housing,Housing,Predevelopment,Not owned,Not managed,,,,"2014-2042 Fulton St, Brooklyn, NY 11233",,,,1549,18,TBD,3015490018,,0,,HPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,"2018-2024 Fulton Avenue, Brooklyn",Steps at Saratoga - Senior,PACE,3rd Party,70%,community,Medical - PACE,,,,,,,,,40.67837319,-73.91647361
Sunset 203k aka 314 Troutman,Sunset 203k,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,sun203k,,314 Troutman Street Brooklyn NY 11237,Brooklyn,3,3187,3187,24,3031870024,3031870024,3072556,6,6,Sunset 203K HDFC,100%,,None,,,,,D/JV,RH,HPD,,NC,All,7/1/2016,7/1/2016,7/1/2020,7/1/2020,8/1/2020,8/1/2020,12/20/2013,12/20/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$1,777,709.00","$1,777,709.00","$2,928,783.00","$2,928,783.00",N/A,,CPC,CPC & HPD,,RB Only,,,N/A,3072556,,,Preservation Rehab,HPD MPLP,,,None,,,,2019,1/1/2015,1/1/2015,,,,,,,1,1,1,,,,0,,,3,0,6,6,6,,,,,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,40.70426379,-73.92491516
The Atrium at Sumner,The Atrium at Sumner,Residential,Senior,Housing,Operational,Owned,Managed,Developed,sumner,,57 Marcus Garvey Blvd Brooklyn NY 11206,Brooklyn,3,1580,1580,10,3015800010,3015800010,TBD,190,190,Sumner Senior Community HDFC,33%,HRA Senior (selfhelp),4% LIHTC,,,,,D/JV," RH, CF "," HPD, HDC, NYCHA  "," HPD SARA, Sarah Leitson ",NC,N/A,6/29/2021,6/29/2021,1/30/2024,1/30/2024,6/1/2024,6/1/2024,6/29/2021,6/29/2021,present,7/16/2026,Low Income Seniors,Vacant,"$89,418,751.30","$89,418,751.30","$178,319,490.00","$178,319,490.00",N/A,,Wells Fargo,TBD,,"Lettire, Selfhelp",,,Wells Fargo,,,,New Construction,HPD SARA,,,HDC 4% LIHTC,,,,2024,,,,,,,,,1,1,1,,,,0,,,10,1,190,190,190,0,0,,,1,0,0,1,59,130,,,,,,,,,,,,,,,,,,,40.69757741,-73.94070047
The Atrium at Sumner - PACE,The Atrium at Sumner - PACE,Commercial,non-housing,Health,Non-Operational,Owned,Not managed,,,,63 Marcus Garvey Boulevard,,,,,,,3015800000,,0,,Sumner Senior Community HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,63 Marcus Garvey Boulevard,Sumner Senior Partners LLC,Elderserve Health,3rd Party,33%,community,Medical - PACE,7800,,,,,,,,40.69695152,-73.94113939
Troutman Evergreen,Troutman Evergreen,Residential,Senior,Housing,Operational,Owned,Managed,Developed,troutev2,,78 Troutman Street Brooklyn 11206,Brooklyn,3,3183,3183,37,3031830037,3031830037,3328092,82,82,Troutman Evergreen HDFC,100%,HUD 202,202,,,,,D,RH,HUD,,NC,All,2/4/2000,2/4/2000,2/1/2002,2/1/2002,2/1/2002,2/1/2002,2/4/2000,2/4/2000,present,7/16/2026,HUD 202 Seniors,Vacant,"$11,040,000.00","$11,040,000.00","$12,000,000.00","$12,000,000.00",2/4/2000,2/4/2000,HUD,HUD,,RB Only,012-EE-257,,N/A,3328092,,,New Construction,HUD 202,,,HUD 202,,,,2002,2/1/2002,2/1/2002,,,,,,,1,1,1,78946,,,0,,,6,1,82,82,82,,,,,0,0,0,1,81,0,180,378163,,,,,,,,,,,"78 Troutman Street, Brooklyn NY 11237",Supportive Services,,,Supportive Senior Services 202 Buildings,Yolanda Lopez Housing for the Elderly,40.69859926,-73.93069778
West 94th Street Master Lease,West 94th Street Master Lease,RB Service Site,non-housing,Housing,Operational,Not owned,Not managed,,,,315 W 94th Street New York NY 10025,Manhattan,1,1253,1253,13,10125313,1012530013,1034179   ,174,174,"315 Montroyal, LLC (Master Leased by RB)",0%,Supportive - AHS,None,,,,,Lessee/PM,RH,HRA,,Master Lease,,,,,,,,,,present,7/16/2026,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,0,0,,,,,,,,,,174,0,0,135,0,,,,0,0,0,0,0,,,,,,,,,,,,,"W 94th St, New York, NY ",Supportive Services,,,Master Lease Program,,40.79456672,-73.97503911
Keita West African Market,West Bushwick 203K,Commercial,non-housing,Housing,Operational,Owned,Managed,,,,1225 Broadway Brooklyn NY 11221,,,,3283,8,3032830008,3032830008,,0,,West Bushwick 203K HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,1225 Broadway,WB 203k HDFC,Keita West African Market,3rd Party,100%,retail,Store - sundries/food,"1,026",T0004916,,,,,,,40.69200579,-73.92599263
RiseBoro - Food Stamp Access,West Bushwick 203K,RB Service Site,non-housing,Empowerment,Operational,Owned,Managed,,,,184 Wyckoff Avenue Brooklyn NY 11237,,,,3301,32,3033010032,3033010032,,0,,West Bushwick 203K HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,184 Wyckoff,WB 203k HDFC,RiseBoro - Food Stamp Access,RB Affiliate,100%,retail,social services,450,44,184 Wyckoff Ave. Brooklyn NY 11237,Empowerment,,,Food Support Connections,,40.70181183,-73.91557004
Bushwick Green Cleaners Inc.,West Bushwick 203K,Commercial,non-housing,Housing,Operational,Owned,Managed,,,,255 Wyckoff Avenue Brooklyn NY 11237,,,,3311,4,3033110004,3033110004,,0,,West Bushwick 203K HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,255 Wyckoff,WB 203k HDFC,Bushwick Green Cleaners Inc.,3rd Party,100%,retail,Cleaners,"1,000",T0004912,,,,,,,40.70155071,-73.91430681
"District Three Youth and Adults, Inc. ",West Bushwick 203K,3rd Party Service Site,non-housing,Housing,Operational,Owned,Managed,,,,265 Wyckoff Avenue Brooklyn NY 11237,,,,3320,9,3033200009,3033200009,,0,,West Bushwick 203K HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,265 Wyckoff,WB 203k HDFC,"District Three Youth and Adults, Inc. ",3rd Party,100%,retail,social services,"1,200",T0003360,,,,,,,40.70125311,-73.91376367
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,1126 Willoughby Avenue  Brooklyn NY 11237,Brooklyn,3,3209,3209,17,3032090017,3032090017,3072936,6,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3072936,,,Preservation Rehab,,,,None,,,,2008,9/27/2006,9/27/2006,,,,,,,1,1,1,4299,,,0,,,3,,6,6,6,,,,,0,0,0,0,6,0,155,360001,,,,,,,,,,,,,,,,,40.70155651,-73.92525111
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,1225 Broadway Brooklyn NY 11221,Brooklyn,3,3283,3283,8,3032830008,3032830008,3074943,4,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3074943,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,8937,,,0,,,4,,4,4,4,,,,,1,0,2,2,0,0,155,382863,,,,,,,,,,,,,,,,,40.69202561,-73.92595994
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,1248 Willoughby Avenue Brooklyn NY 11237,Brooklyn,3,3210,3210,15,3032100015,3032100015,3072967,2,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3072967,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,3450,,,0,,,2,,2,2,2,,,,,0,0,2,0,0,0,155,362001,,,,,,,,,,,,,,,,,40.70441329,-73.92221757
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,1278 Putnam Avenue Brooklyn NY 11221,Brooklyn,3,3376,3376,16,3033760016,3033760016,3077250,2,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3077250,,,Preservation Rehab,,,,None,,,,2008,9/27/2006,9/27/2006,,,,,,,1,1,1,1838,,,0,,,3,,2,2,2,,,,,0,0,1,0,1,0,155,810659,,,,,,,,,,,,,,,,,40.69253449,-73.91416258
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,1289 Greene Avenue Brooklyn NY 11237,Brooklyn,3,3287,3287,38,3032870038,3032870038,3075081,4,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3075081,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,5675,,,0,,,3,,4,4,4,,,,,0,0,1,1,2,0,155,358999,,,,,,,,,,,,,,,,,40.6980392,-73.91981906
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,1463 Greene Avenue Brooklyn NY 11237,Brooklyn,3,3291,3291,46,3032910046,3032910046,3075222,3,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3075222,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,3643,,,0,,,3,,3,3,3,,,,,0,0,0,3,0,0,155,312454,,,,,,,,,,,,,,,,,40.70263167,-73.91532059
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,184 Wyckoff Avenue Brooklyn NY 11237,Brooklyn,3,3301,3301,32,3033010032,3033010032,3075491,4,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3075491,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,6149,,,0,,,3,,4,4,4,,,,,1,0,1,1,2,0,155,337081,,,,,,,,,,,,,,,,,40.7018023,-73.91555999
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,187 Schaefer Street Brooklyn NY 11207,Brooklyn,3,3423,3423,56,3034230056,3034230056,3079281,2,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3079281,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,3890,,,0,,,2,,2,2,2,,,,,0,0,0,0,2,0,155,810803,,,,,,,,,,,,,,,,,40.68965529,-73.90817677
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,192 Irving Avenue Brooklyn NY 11237,Brooklyn,3,3269,3269,35,3032690035,3032690035,3074499,4,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3074499,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,6200,,,0,,,3,,4,4,4,,,,,0,0,2,1,1,0,155,366432,,,,,,,,,,,,,,,,,40.70142644,-73.91888808
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,233 Troutman Street Brooklyn NY 11237,Brooklyn,3,3174,3174,44,3031740044,3031740044,3072332,6,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3072332,,,Preservation Rehab,,,,None,,,,2008,9/27/2006,9/27/2006,,,,,,,1,1,1,4200,,,0,,,3,,6,6,6,,,,,0,0,0,0,6,0,155,331513,,,,,,,,,,,,,,,,,40.70266106,-73.9270174
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,234 Troutman Street Brooklyn NY 11237,Brooklyn,3,3186,3186,18,3031860018,3031860018,3072511,6,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3072511,,,Preservation Rehab,,,,None,,,,2008,9/27/2006,9/27/2006,,,,,,,1,1,1,4125,,,0,,,3,,6,6,6,,,,,0,0,0,0,6,0,155,331258,,,,,,,,,,,,,,,,,40.70239886,-73.92676023
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,255 Wyckoff Avenue Brooklyn NY 11237,Brooklyn,3,3311,3311,4,3033110004,3033110004,3075777,3,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3075777,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,5825,,,0,,,3,,3,3,3,,,,,1,0,1,1,1,0,155,337651,,,,,,,,,,,,,,,,,40.70154168,-73.91430806
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,258 Cornelia Street Brooklyn NY 11221,Brooklyn,3,3384,3384,16,3033840016,3033840016,3077631,4,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3077631,,,Preservation Rehab,,,,None,,,,2009,10/19/2005,10/19/2005,,,,,,,1,1,1,6225,,,0,,,3,,4,4,4,,,,,0,0,1,2,1,0,155,311831,,,,,,,,,,,,,,,,,40.69367478,-73.911839
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,261 Stockholm Street Brooklyn NY 11237,Brooklyn,3,3247,3247,40,3032470040,3032470040,3073886,6,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3073886,,,Preservation Rehab,,,,None,,,,2008,9/27/2006,9/27/2006,,,,,,,1,1,1,4481,,,0,,,3,,6,6,6,,,,,0,0,0,0,6,0,155,341962,,,,,,,,,,,,,,,,,40.70194651,-73.92069248
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,265 Wyckoff Avenue Brooklyn NY 11237,Brooklyn,3,3320,3320,9,3033200009,3033200009,3075987,3,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3075987,,,Preservation Rehab,,,,None,,,,2009,10/19/2005,10/19/2005,,,,,,,1,1,1,6655,,,0,,,3,,3,3,3,,,,,1,0,1,1,1,0,155,359426,,,,,,,,,,,,,,,,,40.70125486,-73.91376081
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,268 Jefferson Street Brooklyn NY 11237,Brooklyn,3,3175,3175,11,3031750011,3031750011,3072347,6,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3072347,,,Preservation Rehab,,,,None,,,,2008,9/27/2006,9/27/2006,,,,,,,1,1,1,4275,,,0,,,3,,6,6,6,,,,,0,0,0,0,6,0,155,328607,,,,,,,,,,,,,,,,,40.70398717,-73.92639424
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,306 Troutman Street Brooklyn NY 11237,Brooklyn,3,3187,3187,21,3031870021,3031870021,3072553,6,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3072553,,,Preservation Rehab,,,,None,,,,2008,9/27/2006,9/27/2006,,,,,,,1,1,1,4650,,,0,,,3,,6,6,6,,,,,0,0,0,1,5,0,155,331411,,,,,,,,,,,,,,,,,40.70409304,-73.92507263
